uid,descriptor,vocabulary,description,name_displayname,lat,long,birth_year_yyyy,death_year_yyyy,feature_type,year_started_yyyy,year_ended_yyyy,occupation
18348085,Ang Mo Kio Town Garden East,_Geographics,"A park located at the junction of Ang Mo Kio Ave 3 and 8, behind Ang Mo Kio MRT Station. Built on the site of a former rubber estate, it is managed by the National Parks Board.",na,na,na,na,na,park,na,na,na
18348086,Ang Mo Kio Town Garden West,_Geographics,"A park located opposite Ang Mo Kio Public Library, along Ang Mo Kio Avenue 6. It is built on a hillock and managed by the National Parks Board.",na,na,na,na,na,park,na,na,na
18567683,Ang Mo Kio-Yio Chu Kang Town Council,_Organisations,"The town council that manages the common areas of housing estates within the Ang Mo Kio Group Representation Constituency (GRC) and Yio Chu Kang Single Member Constituency (SMC), comprising the divisions of Cheng San - Seletar, Jalan Kayu, Kebun Baru, Nee Soon South, Sengkang West, Teck Ghee and Yio Chu Kang. It was renamed from Ang Mio Kio Town Council in 2006 before it was again renamed as Ang Mo Kio Town Council.",Ang Mo Kio-Yio Chu Kang Town Council,na,na,na,na,na,2006,na,na
18533824,"Ang, Mong Seng",_People,Former politician who was Member of Parliament for Bukit Gombak (1997- 2001) and Hong Kah Group Representation Constituency (GRC) (2001- 2011).,Ang Mong Seng,na,na,1949,na,na,na,na,Politician
18533825,"Ang, Nam Piau",_People,Member of Parliament for Thomson constituency (1967-1980).,Ang Nam Piau,na,na,1939,na,na,na,na,Member of Parliament
18338410,"Ang, Peng Siong",_People,"Competitive swimmer between 1977 and 1993. He shot to the top spot of the US Swimming Championships in 1982, touching home in 22.69sec for the 50m freestyle. In recognition of his world-record performance, he was presented with the ""World Swimmer Award"". He struck gold in the 100m freestyle at the 9th Asian Games in New Delhi in 1982, bagged golds at the 12th & 13th SEA Games in 1983 and 1985, respectively, and again at the 16th and 17th SEA Games for the 50m event.",Ang Peng Siong,na,na,1962,na,na,na,na,Coach (Sports) | Swimmer
18584304,"Ang, Peng Tiam",_People,Medical oncologist and medical director of Parkway Cancer Centre. He was the founding head of the Department of Medical Oncology at the Singapore General Hospital from 1991 to 1997. He was also Director of the Oncology Centre and Clinical Associate Professor at the Faculty of Medicine at the National University of Singapore. He serves as a council member of the Singapore Cancer Society. He was conferred a datukship by the Sultan of Kedah in 2003.,Ang Peng Tiam,na,na,na,na,na,na,na,Oncologist
18338683,Ang Shee General Association,_Organisations,"A surname-based Chinese clan association for people bearing the surname ""Weng"". Its role is to foster unity, preserve heritage and culture and promote values like respecting one's elders and helping others. It has been offering scholarships to its members' children since 1968. Weng Lieqiang was its first appointed chairman.",Ang Shee General Association,na,na,na,na,na,1965,na,na
18577437,"Ang, Song-Ming",_People,"Installation artist who lives and works in both Berlin and Singapore. He uses sculptures, video, posters, photographs and objects to encourage audience interaction with his art. His works were displayed in both solo and group exhibitions, including ""Sonic Visions"" held at The Substation, Singapore in 2011 and ""President's Young Talents"" held at Singapore Art Museum in 2015.",Ang Song-Ming,na,na,1980,na,na,na,na,Mixed media artist
18549727,"Ang, Song Nian",_People,"Singaporean photographer who has won multiple awards for his works and exhibited around the world. He is also a lecturer at the Nanyang Technological University's School of Art, Design and Media Photography department.",Ang Song Nian,na,na,1983,na,na,na,na,Photographer | Academic
18577438,"Ang, Soo Koon",_People,"Multi-disciplinary artist who lives and works in Singapore and Paris. Majored in sculpture at the School of Visual Arts, New York and was artist-in-residence at the Rijksakademie in Amsterdam. Her film and video work have been screened in major international film festivals. Her art installation ‘Everest’ (2016) explores the idea of being monumental.",Ang Soo Koon,na,na,1977,na,na,na,na,Artist
18540380,"Ang, Sunny",_People,"Criminal who was convicted for the murder of his girlfriend, Jenny Cheok Cheng Kid during scuba diving in 1963. Sentenced to death in 1965 and hanged in 1967 despite the victim’s body never being found.",Sunny Ang,na,na,1939,1967,na,na,na,na
18578891,"Ang, Swee Aun",_People,"Contract adjunct teacher, volleyball and table tennis coach and administrator in the management of National Schools Volleyball Championships for 'C' & 'B' Divisions at Presbyterian High School (2010-present).",Ang Swee Aun,na,na,na,na,na,na,na,Teacher | Coach (Sports)
18605577,"Ang, Swee Chai",_People,"Orthopaedic surgeon and medical aid worker. She was an orthopaedic surgeon in London when she left to treat war casualties in Lebanon in 1982. Together with her husband, she set up Medical Aid for Palestine (MAP), a British charity that provides health services to vulnerable Palestinians in 1984. She later worked as a United Nations and World Health Organisation orthopaedic consultant in Gaza. She was inducted into the Singapore Women's Hall of Fame in 2016.",Ang Swee Chai,na,na,1948,na,na,na,na,Orthopaedic surgeon
18518953,"Ang, Teck Bee",_People,"Athlete. Known as ""Father of Singapore judo."" He represented Singapore for judo at the 1964 Tokyo Olympic Games. He was National Judo coach in the 1960s and 1970s and helped to establish Singapore Judo Federation. He was the father of Ang Peng Siong, well known Singaporean swimmer.",Ang Teck Bee,na,na,1921,2005,na,na,na,Coach (Sports) | Martial artist
18620381,"Ang, Thiam Poh",_People,"Comics artist and educator. Began drawing comics in the 1990s and has been a regular contributor to the comics section in Lianhe Zaobao, zbCOMMA (previously known as Friday Weekly) and Thumbs Up, a Chinese newspaper for students. His works include ""The Class series"" comic strip in Thumbs Up for more than 20 years, and illustrated publications such as ""Benny's Bike (1996) and ""Dong, Dong, Dong"" (2013). He also works in Tao Nan School as the head of department of its Chinese culture special programme.","Ang, Thiam Poh",na,na,1971,na,na,na,na,Comics artist | Educator
18533223,"Ang, Wei Neng",_People,"Member of Parliament for Jurong Group Representation Constituency since 2011. After 13 years with SBS Transit, he moved on to head the taxi business at ComfortDelGro in 2017.",Ang Wei Neng,na,na,1967,na,na,na,na,Member of Parliament | Politician | Business person
18586375,"Ang, Yau Choon",_People,"One of eight members of the Antarctica 2000 expedition team. He was a member of the expedition’s four-man South Pole team which completed the trek to the South Pole on foot. A defence attaché to Thailand since 2015, he was a Singapore Armed Forces commando at the time of the expedition.",Ang Yau Choon,na,na,na,na,na,na,na,na
18577444,"Ang, Yian San",_People,"Singapore artist and author of the book ""Just Before Sunrise"". His works include ink on paper works -Imprint (left), Imprint (centre) and Imprint (right) (1993), and the paper work, Moon Water (1991).",Ang Yian San,na,na,1964,na,na,na,na,Painter (Art) | Writer
18658570,"Ang, Yik Han",_People,Independent scholar and engineer by profession who have written books on the Mun San Fook Tuck Chee Temple and the associated Sar Kong Village in Singapore.,Ang Yik Han,na,na,na,na,na,na,na,Researcher
18578421,"Ang, Yoke Mooi",_People,Member of the Malaysian women’s basketball team that participated in the Asian championships at Seoul in 1965.,Ang Yoke Mooi,na,na,na,na,na,na,na,Basketball player
18533385,Angkatan Islam Singapura,_Organisations,"A political party in Singapore renamed from Angkatan Islam which started as the Singapore branch of the Pan-Malayan Islamic Party in Malaya (now known as Parti Islam se-Malaysia or PAS). It contested as part of the United Front Alliance (UNF) in the 1960s. In the 1980s, it contested under its own name. It uses the acronym ""Angkasa"".",Angkatan Islam Singapura,na,na,na,na,na,1958,na,na
18594520,Angkatan Pelukis Aneka Daya,_Organisations,"Non-profit art group comprising Singaporean Malay/Muslim artists with the objective to promote the development and appreciation of visual arts through various activities such as art exhibitions, art classes, art courses and seminars. Exhibitions held by the art group include the ""Contemporary"" series of art exhibitions which features invited artists to foster greater friendship and goodwill among fellow artists, and the Children’s Art Exhibition, named “TUNAS” to enhance the artistic abilities of the young. The association, established in 1962, was registered in 1964 with Abdul Gani Hamid as its founding president.",Angkatan Pelukis Aneka Daya,na,na,na,na,na,1962,na,na
18610835,Angkatan Sasterawan ’50,_Organisations,"The first literary association established in post-war Malaya. It aims to promote awareness of literary arts to the community. In its early days, it also utilised literature as the ideal thrust towards achieving independence for Malaya in 1957. The association is responsible for the introduction of the Roman spelling in the Malay language and for initiating the Malay Literary Prize (Hadiah Sastera), later known as the Malay Literary Award (Anugerah Persuratan).",Angkatan Sasterawan ’50,na,na,na,na,na,1950,na,na
18556426,Anglican Diocese of Singapore,_Organisations,"Although the Anglican Church in Singapore was founded in 1826, the Anglican Diocese of Singapore was established in 1909, with the Reverend Charles Ferguson-Davie as the first bishop of Singapore. Other than the 26 local parishes, it has jurisdiction over the deaneries in Cambodia, Indonesia, Laos, Nepal, Thailand and Vietnam. Since the early days, the Anglican church has contributed significantly in education, social welfare and medical services.",na,na,na,na,na,na,1909,na,na
18488245,Anglican High School,_Organisations,Government-aided autonomous secondary school founded in 1956 by the Chinese speaking congregations of the Anglican Churches in Singapore. It phased out its pre-university section in 1978 and became an autonomous school in 1995.,Anglican High School,na,na,na,na,na,1956,na,na
18542950,Anglican Welfare Council,_Organisations,"Christian welfare organisation that provided school, financial and outpatient counselling, and student and senior citizen ministry. Renamed as the Singapore Anglican Welfare Council in the 1980s.",Anglican Welfare Council,na,na,na,na,na,1967,1980,na
18534277,Anglo-Chinese Free School,_Organisations,"School started in 1885 by Gan Eng Seng that offered free education to poor students in the Chinatown area. It was renamed Gan Eng Seng School in 1923. The school was also known as Anglo-Chinese English School, as shown by the building facing Cecil Street.",Anglo-Chinese Free School,na,na,na,na,na,1885,1923,na
